time_s,intensity
0.0,134.0
3600.0,136.0
7200.0,155.0
10800.0,180.0
14400.0,223.0
18000.0,258.0
21600.0,288.0
25200.0,301.0
28800.0,307.0
32400.0,312.0
36000.0,320.0
39600.0,309.0
43200.0,299.0
46800.0,300.0
50400.0,299.0
54000.0,296.0
57600.0,294.0
61200.0,283.0
64800.0,258.0
68400.0,244.0
72000.0,232.0
75600.0,215.0
79200.0,208.0
82800.0,194.0
